publish_date,content,time_24h,corrected_date,injury_severity,affected_party,primary_accident_type_code,age,ages_after_driven_by,driver_age_min,location,street,locality,day_of_week_num,rush_hour,rain_today,rain_last_3h,roadworks_nearby,street_had_speed_camera,vehicle_type_score,age_min_encoded,time_period
19/12/2024,"Today, at around 1045hrs, the Police were informed of a traffic accident in Triq il-Ġermanja, Naxxar.The Police went immediately on site and preliminary investigations showed that a 78-year-old woman who resides in Naxxar, lost control of the Toyota Vitz she was driving and crashed into a parked truck.The victim was assisted by a medical team, taken to Mater Dei Hospital by ambulance and certified to be seriously injured.Magistrate Dr Joe Mifsud LL.D was informed of the case and appointed an inquiry.Civil Protection Department personnel were also on site to assist.The Police are carrying out investigations on the case.",10:45,19/12/2024,serious,driver,FXOBJ,['78'],[],78,"Triq il-Ġermanja, Naxxar",Triq il-Ġermanja,Naxxar,3,0,FALSE,FALSE,FALSE,FALSE,4,4,Morning
20/12/2024,"A child and an elderly woman were left with serious injuries on Friday after being hit by a car in separate traffic accidents. The first incident occurred at around 11:30am on Triq in-Naxxar, Birkirkara, when a 72-year-old woman from Mosta was hit by a Peugeot 307 driven by a 43-year-old man from Marsaskala. Around 15 minutes later, a two-year-old child was hit by a Suzuki SX4 driven by a 44-year-old man from Mtarfa on Triq San Ġwann Bosco in Sliema. Both victims were treated at the scene before being taken to Mater Dei Hospital, where their injuries were certified as serious. Police investigations are ongoing.",11:30,20/12/2024,serious,pedestrian,PED,"['72', '43', '44']","[43, 44]",43,"Triq in-Naxxar, Birkirkara",Triq in-Naxxar,Birkirkara,4,0,TRUE,TRUE,FALSE,FALSE,2,2,Morning
22/12/2024,"Today, at around 0930hrs, the Police were informed of a traffic accident in Salini Street, Naxxar.Preliminary investigations by the Police showed that the accident occurred between three motorcycles – an Aprilia that was being driven by a 31-year-old man from Qormi, a Honda that was being driven by a 40-year-old man from Mqabba and a Yamaha that was being driven by a 29-year-old man from St Paul’s Bay – as well as a Mercedes that was being driven by a 27-year-old woman.The men, aged 31 and 40, were assisted by a medical team and taken to Mater Dei Hospital by an ambulance. The 40-year-old man was later certified to have sustained serious injuries while the other suffered slight injuries.Magistrate Dr Joe Mifsud LL.D was informed about the case and appointed an inquiry while the Police are investigating the case.",09:30,22/12/2024,minor,driver,COLL,"['31', '40', '29', '27', '40', '31']","[31, 40, 29, 27]",27,"Salini Street, Naxxar",Salini Street,Naxxar,6,0,TRUE,FALSE,FALSE,FALSE,3,1,Morning
22/12/2024,"Today, at around 0930hrs, the Police were informed of a traffic accident in Salini Street, Naxxar.Preliminary investigations by the Police showed that the accident occurred between three motorcycles – an Aprilia that was being driven by a 31-year-old man from Qormi, a Honda that was being driven by a 40-year-old man from Mqabba and a Yamaha that was being driven by a 29-year-old man from St Paul’s Bay – as well as a Mercedes that was being driven by a 27-year-old woman.The men, aged 31 and 40, were assisted by a medical team and taken to Mater Dei Hospital by an ambulance. The 40-year-old man was later certified to have sustained serious injuries while the other suffered slight injuries.Magistrate Dr Joe Mifsud LL.D was informed about the case and appointed an inquiry while the Police are investigating the case.",09:30,22/12/2024,minor,driver,COLL,"['31', '40', '29', '27', '40', '31']","[31, 40, 29, 27]",27,"Salini Street, Naxxar",Salini Street,Naxxar,6,0,TRUE,FALSE,FALSE,FALSE,3,1,Morning
22/12/2024,"A 13-year-old girl, at around 1015hrs, was taken to Mater Dei Hospital after being injured in a traffic accident in Triq Sir Philip Pullicino, Mtarfa.Preliminary investigations showed that the girl, who was riding a bicycle, was hit by a Ford B Max that was being driven by a 25-year-old man from Mtarfa.The girl was assisted by a medical team, taken to hospital by an ambulance and later certified to have sustained grievous injuries.Police investigations are ongoing",10:15,22/12/2024,grievous,pedestrian,PED,"['13', '25']",[25],25,"Triq Sir Philip Pullicino, Mtarfa",Triq Sir Philip Pullicino,Mtarfa,6,0,TRUE,FALSE,FALSE,FALSE,2,1,Morning
22/12/2024,"A 13-year-old girl, at around 1015hrs, was taken to Mater Dei Hospital after being injured in a traffic accident in Triq Sir Philip Pullicino, Mtarfa.Preliminary investigations showed that the girl, who was riding a bicycle, was hit by a Ford B Max that was being driven by a 25-year-old man from Mtarfa.The girl was assisted by a medical team, taken to hospital by an ambulance and later certified to have sustained grievous injuries.Police investigations are ongoing",10:15,22/12/2024,minor,driver,COLL,"['13', '25']",[25],25,"Triq Sir Philip Pullicino, Mtarfa",Triq Sir Philip Pullicino,Mtarfa,6,0,TRUE,FALSE,FALSE,FALSE,2,1,Morning
23/12/2024,"This morning, at around 1030hrs, the Police were informed about a traffic accident in Triq Mikiel Anton Vassalli, St Julian’s.Preliminary investigations by the Police showed that there was a collision between an Otokar Vectio bus that was being driven by a 37-year-old man from Marsaskala and a Ford Tourneo Courier van that was being driven by a 39-year-old woman from Naxxar.The bus driver was assisted by a medical team and taken to Mater Dei Hospital by an ambulance for further treatment. He was later certified as suffering from serious injuries. The woman of the other vehicle was not injured.Magistrate Dr Philip Galea Farrugia LL.D was informed of the case and appointed an inquiry, while Police investigations are ongoing.",10:30,23/12/2024,serious,driver,COLL,"['37', '39']","[37, 39]",37,"Triq Mikiel Anton Vassalli, St Julian’s",Triq Mikiel Anton Vassalli,St Julian’s,0,0,TRUE,TRUE,FALSE,TRUE,4,2,Morning
23/12/2024,"This morning, at around 1030hrs, the Police were informed about a traffic accident in Triq Mikiel Anton Vassalli, St Julian’s.Preliminary investigations by the Police showed that there was a collision between an Otokar Vectio bus that was being driven by a 37-year-old man from Marsaskala and a Ford Tourneo Courier van that was being driven by a 39-year-old woman from Naxxar.The bus driver was assisted by a medical team and taken to Mater Dei Hospital by an ambulance for further treatment. He was later certified as suffering from serious injuries. The woman of the other vehicle was not injured.Magistrate Dr Philip Galea Farrugia LL.D was informed of the case and appointed an inquiry, while Police investigations are ongoing.",10:30,23/12/2024,minor,driver,COLL,"['37', '39']","[37, 39]",37,"Triq Mikiel Anton Vassalli, St Julian’s",Triq Mikiel Anton Vassalli,St Julian’s,0,0,TRUE,TRUE,FALSE,TRUE,4,2,Morning
26/12/2024,"Yesterday, at around 1530hrs, the Police were informed about a traffic accident in Mikiel Anton Vassalli Street, St Julian’s.Preliminary investigations showed that a 28-year-old man from Żejtun lost control of the BMW he was driving and overturned. A 25-year-old man from Zejtun was also in the vehicle.The 25-year-old was assisted by a medical team, taken to Mater Dei Hospital by an ambulance and certified to have sustained grievous injuries.Members of the Civil Protection Department were also on site to assist.The Police are investigating the case.",15:30,25/12/2024,grievous,driver,OTH,"['28', '25', '25']",[],25,"Mikiel Anton Vassalli Street, St Julian’s",Mikiel Anton Vassalli Street,St Julian’s,6,0,FALSE,FALSE,FALSE,TRUE,2,1,Afternoon
27/12/2024,"Today, at about 0745hrs, the Police were informed of a traffic accident in Triq Diċembru Tlettax, Marsa.The Police went immediately on site and preliminary investigations showed that a 36-year-old Turkish national, resident in Zabbar, lost control of the Toyota Vitz he was driving and crashed into the barriers and a pole.The victim was assisted by a medical team, taken to Mater Dei Hospital by ambulance and certified to have sustained grievous injuries.Civil Protection Department personnel were also on site to assist.Police investigations are still ongoing.",07:45,27/12/2024,grievous,driver,FXOBJ,['36'],[],36,"Triq Diċembru Tlettax, Marsa",Triq Diċembru Tlettax,Marsa,4,1,TRUE,FALSE,FALSE,FALSE,2,2,Morning
28/12/2024,"Today, at around quarter past nine in the morning (0915 hrs), assistance was requested in St James Square, Zabbar after a vehicle hit a number of people.The Police went immediately on site together with a number of ambulances and members of the Civil Protection Department.It resulted from initial investigations that a 79-year-old man, from Zabbar, lost control of the vehicle he was driving and accidentally hit some persons. He was taken to Mater Dei Hospital for observation, but it was later confirmed that he was not injured.Four women, aged 39, 66, 77 and 84, and two men aged 36 and 81, all residing in Zabbar, were taken to Mater Dei Hospital by ambulances. The 84-year-old woman was later certified as suffering from grievous injuries and the others were certified as suffering from slight injuries. Three other persons were treated at the scene of the accident.Police investigations in connection with this incident are ongoing.",09:15,28/12/2024,minor,pedestrian,PED,"['79', '84', '39', '36']",[],36,"St James Square, Zabbar",St James Square,Zabbar,5,0,TRUE,FALSE,FALSE,FALSE,2,2,Morning
05/01/2025,"Updated 12.30pm Three people were taken to hospital on Sunday morning following a two-car collision on the Birkirkara bypass. Two of those involved were grievously injured, the police said.  The collision was reported at around 7am and involved a Honda Fit and Suzuki Swift.  A 72-year-old man driving the Honda and his 66-year-old female passenger, both from Iklin, had to be extracted from the vehicle with the help of Civil Protection Department officials. Both were taken to Mater Dei Hospital with grievous injuries.  A 28-year-old male from Żebbuġ who was driving the Suzuki was also taken to hospital but only suffered minor injuries in the crash. No details about their medical conditions were available at the time of writing.",07:00,05/01/2025,minor,driver,COLL,"['72', '66', '28']",[],28,"Birkirkara bypass, Birkirkara",Birkirkara bypass,Birkirkara,6,0,FALSE,FALSE,FALSE,TRUE,2,1,Morning
05/01/2025,"Updated 12.30pm Three people were taken to hospital on Sunday morning following a two-car collision on the Birkirkara bypass. Two of those involved were grievously injured, the police said.  The collision was reported at around 7am and involved a Honda Fit and Suzuki Swift.  A 72-year-old man driving the Honda and his 66-year-old female passenger, both from Iklin, had to be extracted from the vehicle with the help of Civil Protection Department officials. Both were taken to Mater Dei Hospital with grievous injuries.  A 28-year-old male from Żebbuġ who was driving the Suzuki was also taken to hospital but only suffered minor injuries in the crash. No details about their medical conditions were available at the time of writing.",07:00,05/01/2025,minor,driver,COLL,"['72', '66', '28']",[],28,"Birkirkara bypass, Birkirkara",Birkirkara bypass,Birkirkara,6,0,FALSE,FALSE,FALSE,TRUE,2,1,Morning
07/01/2025,"Update:Unfortunately, the 24-year-old woman recently lost her life at Mater Dei Hospital.The Magisterial Inquiry and Police investigations are ongoing.Earlier:Yesterday, at around 2000hrs, two women, aged 34 and 24 from Nepal, were taken to Mater Dei Hospital after being injured in a traffic accident in Triq Hompesh, Fgura.It resulted from initial investigations that the two women were hit by a Toyota Hilux that was being driven by a 20-year-old woman from Birżebbuġa.The victims were assisted by a medical team and taken to hospital by an ambulance where the 24-year-old woman was later certified to have sustained grievous injuries while the other woman was certified to have sustained grievous injuries.Magistrate Ian Farrugia LL.D was informed about the case who opened an inquiry while Police investigations are still ongoing.",20:00,06/01/2025,death,pedestrian,PED,"['24', '20', '24', '34']",[20],20,"Triq Hompesh, Fgura",Triq Hompesh,Fgura,0,0,FALSE,FALSE,FALSE,FALSE,2,1,Evening
07/01/2025,"A 25-year-old man, a resident of Mtarfa, lost his life late last night in a traffic accident in Attard.The accident occurred at around 2120hrs in Triq L-Imdina.Preliminary investigations showed that the victim was driving a Mercedes, lost control and as a result the car crashed into a tree. Police, medical teams from Mater Dei and members of the Civil Protection Department were immediately called on site. Unfortunately, the man was certified dead on the spot.Magistrate Dr Ian Farrugia LL.D appointed an inquiry assisted by various experts, while Police investigations in connection with this incident are still ongoing.",21:20,06/01/2025,death,driver,FXOBJ,['25'],[],25,"Triq L-Imdina, Attard",Triq L-Imdina,Attard,0,0,FALSE,FALSE,FALSE,FALSE,2,1,Evening
09/01/2025,"An 83-year-old woman was injured on Thursday after the car she was in crashed into a wall in Rabat.  The incident happened at around 11am in Triq Għeriexem, where police found that a Suzuki Alto being driven by a 56-year-old woman from San Ġwann had been involved in a crash. The 83-year-old, also from San Ġwann, was in the passenger seat of the car.  The 56-year-old lost control of the car and crashes into a light post and a wall.   The two women were treated on site by a medical team and members of the civil protection department before being taken to Mater Dei Hospital by ambulance.  Later the 83-year-old was certified as having grievous injuries while the 56-year-old was only lightly injured.  A police investigation into the matter is ongoing.",11:00,09/01/2025,grievous,driver,FXOBJ,"['83', '56', '83', '56', '83', '56']",[56],56,"Triq Għeriexem, Rabat",Triq Għeriexem,Rabat,3,0,FALSE,FALSE,FALSE,FALSE,2,3,Morning
15/01/2025,"Two men were taken to Mater Dei Hospital after being injured in two separate traffic accidents earlier today.The first accident occurred at around 0745hrs, in Triq Anton Cassar, Marsa. Preliminary investigations showed that a collision occurred between a Suzuki motorcycle driven by a 21-year-old man residing in Fgura and a Toyota Vitz driven by a 21-year-old woman residing in Qormi.The second incident happened at around 0800hrs, in Triq Tal-Barrani, Żejtun. Preliminary investigations showed that a 30-year-old Italian man, who lives in Għaxaq, was riding a Yamaha motorcycle, lost control and fell.A medical team assisted in both accidents and the two motorcyclists were taken to hospital by ambulance for medical treatment, where they were certified to have sustained grievous injuries.Police investigations are ongoing.",07:45,15/01/2025,grievous,motorcyclist,COLL,"['21', '21', '30']","[21, 21]",21,"Triq Anton Cassar, Marsa",Triq Anton Cassar,Marsa,2,1,TRUE,TRUE,FALSE,FALSE,3,1,Morning
15/01/2025,"Two men were taken to Mater Dei Hospital after being injured in two separate traffic accidents earlier today.The first accident occurred at around 0745hrs, in Triq Anton Cassar, Marsa. Preliminary investigations showed that a collision occurred between a Suzuki motorcycle driven by a 21-year-old man residing in Fgura and a Toyota Vitz driven by a 21-year-old woman residing in Qormi.The second incident happened at around 0800hrs, in Triq Tal-Barrani, Żejtun. Preliminary investigations showed that a 30-year-old Italian man, who lives in Għaxaq, was riding a Yamaha motorcycle, lost control and fell.A medical team assisted in both accidents and the two motorcyclists were taken to hospital by ambulance for medical treatment, where they were certified to have sustained grievous injuries.Police investigations are ongoing.",07:45,15/01/2025,minor,driver,COLL,"['21', '21', '30']","[21, 21]",21,"Triq Anton Cassar, Marsa",Triq Anton Cassar,Marsa,2,1,TRUE,TRUE,FALSE,FALSE,3,1,Morning
15/01/2025,"A 63-year-old man who lives in Żurrieq, at around 1930hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Blue Grotto Avenue, Żurrieq.Preliminary investigations showed that the man was hit by a Citroen Saxo, which was being driven by a 19-year-old man residing in Luqa.The man was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",19:30,15/01/2025,grievous,pedestrian,PED,"['63', '19']",[19],19,"Blue Grotto Avenue, Żurrieq",Blue Grotto Avenue,Żurrieq,2,0,TRUE,TRUE,TRUE,FALSE,2,1,Evening
16/01/2025,"Today, at around 1015hrs, the Police were informed of a traffic accident in Triq il-Fortizza tal-Mosta, Naxxar.Preliminary investigations showed that a collision occurred between a Vauxhall driven by a 45-year-old woman from Naxxar and a Daelim motorcycle driven by a 34-year-old man from Mosta.The man was assisted by a medical team and taken to Mater Dei Hospital by ambulance for further medical attention. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",10:15,16/01/2025,grievous,motorcyclist,COLL,"['45', '34']","[45, 34]",34,"Triq il-Fortizza tal-Mosta, Naxxar",Triq il-Fortizza tal-Mosta,Naxxar,3,0,TRUE,FALSE,TRUE,FALSE,3,2,Morning
16/01/2025,"Today, at around 1015hrs, the Police were informed of a traffic accident in Triq il-Fortizza tal-Mosta, Naxxar.Preliminary investigations showed that a collision occurred between a Vauxhall driven by a 45-year-old woman from Naxxar and a Daelim motorcycle driven by a 34-year-old man from Mosta.The man was assisted by a medical team and taken to Mater Dei Hospital by ambulance for further medical attention. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",10:15,16/01/2025,minor,driver,COLL,"['45', '34']","[45, 34]",34,"Triq il-Fortizza tal-Mosta, Naxxar",Triq il-Fortizza tal-Mosta,Naxxar,3,0,TRUE,FALSE,TRUE,FALSE,3,2,Morning
23/01/2025,"Yesterday, at around 1800 hrs, the Police were informed of a traffic accident in Triq Rodolfu, Sliema.Preliminary investigation showed that a collision occurred between a Dacia Duster that was being driven by a 47-year-old Filipino man from Santa Venera and a Kymco Agility motorcycle that was being driven by a 51-year-old man from Sliema.The biker was assisted by a medical team and taken to Mater Dei Hospital by an ambulance for further medical attention. He was later certified to have sustained grievous injuries.The Police are investigating the case.",18:00,22/01/2025,grievous,motorcyclist,COLL,"['47', '51']","[47, 51]",47,"Triq Rodolfu, Sliema",Triq Rodolfu,Sliema,2,1,FALSE,FALSE,TRUE,FALSE,3,3,Evening
23/01/2025,"Yesterday, at around 1800 hrs, the Police were informed of a traffic accident in Triq Rodolfu, Sliema.Preliminary investigation showed that a collision occurred between a Dacia Duster that was being driven by a 47-year-old Filipino man from Santa Venera and a Kymco Agility motorcycle that was being driven by a 51-year-old man from Sliema.The biker was assisted by a medical team and taken to Mater Dei Hospital by an ambulance for further medical attention. He was later certified to have sustained grievous injuries.The Police are investigating the case.",18:00,22/01/2025,minor,driver,COLL,"['47', '51']","[47, 51]",47,"Triq Rodolfu, Sliema",Triq Rodolfu,Sliema,2,1,FALSE,FALSE,TRUE,FALSE,3,3,Evening
24/01/2025,"A 36-year-old Italian man, residing in Birkirkara, lost his life late last night in a traffic accident in Msida.The accident happened at around 2015hrs in Mikiel Anton Vassalli Street.From initial investigations it appears that the man was riding a Honda motorcycle and while he was in the tunnel, he lost control, crashed into the wall and fell.The victim was immediately assisted by a medical team and taken to Mater Dei Hospital by ambulance. Unfortunately, he was certified dead shortly afterwards.Magistrate Dr Philip Galea Farrugia LL. D was informed of the case and appointed an inquiry.Police investigations are still ongoing.",20:15,23/01/2025,death,motorcyclist,FXOBJ,['36'],[],36,"Mikiel Anton Vassalli Street, Msida",Mikiel Anton Vassalli Street,Msida,3,0,FALSE,FALSE,TRUE,TRUE,1,2,Evening
26/01/2025,"Yesterday, at half past two in the afternoon (1430 hrs), the Police were informed of a traffic accident along the Coast Road, in Naxxar.Preliminary investigations showed that a 46-year-old man from Fgura lost control of his Suzuki motorcycle, fell and crashed into a BMW which was being driven on the opposite lane by a 30-year-old man from St Paul’s Bay.The motorcyclist was assisted by a medical team and taken to Mater Dei Hospital by ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case.",14:30,25/01/2025,grievous,motorcyclist,COLL,"['46', '30']",[],30,"Coast Road, Naxxar",Coast Road,Naxxar,5,0,FALSE,FALSE,FALSE,TRUE,3,2,Afternoon
26/01/2025,"Yesterday, at half past two in the afternoon (1430 hrs), the Police were informed of a traffic accident along the Coast Road, in Naxxar.Preliminary investigations showed that a 46-year-old man from Fgura lost control of his Suzuki motorcycle, fell and crashed into a BMW which was being driven on the opposite lane by a 30-year-old man from St Paul’s Bay.The motorcyclist was assisted by a medical team and taken to Mater Dei Hospital by ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case.",14:30,25/01/2025,minor,driver,COLL,"['46', '30']",[],30,"Coast Road, Naxxar",Coast Road,Naxxar,5,0,FALSE,FALSE,FALSE,TRUE,3,2,Afternoon
01/02/2025,"Two men were taken to Mater Dei Hospital after being injured in two separate traffic accidents earlier today.The first accident occurred at around 0500hrs, in Hal Farrug Road, Luqa. Preliminary investigations showed that a 34-year-old man from Qrendi was driving a Ford Fiesta, lost control and crashed into an electricity pole.The second incident happened for about the 1245hrs, in D’ Argens Street, Gzira. Preliminary investigations showed that a collision occurred between a Yamaha YB125 motorcycle driven by a 59-year-old man residing in Fgura and a Mazda Demio driven by a 30-year-old man residing in Birkirkara.A medical team assisted in both incidents and the two men aged 34 and 59 years were taken to hospital by ambulance for medical treatment, where they were certified to have sustained grievous injuries.Police investigations are ongoing.",05:00,01/02/2025,grievous,motorcyclist,COLL,"['34', '59', '30', '34']","[59, 30]",30,"Hal Farrug Road, Luqa",Hal Farrug Road,Luqa,5,0,FALSE,FALSE,TRUE,FALSE,3,2,Night
01/02/2025,"Two men were taken to Mater Dei Hospital after being injured in two separate traffic accidents earlier today.The first accident occurred at around 0500hrs, in Hal Farrug Road, Luqa. Preliminary investigations showed that a 34-year-old man from Qrendi was driving a Ford Fiesta, lost control and crashed into an electricity pole.The second incident happened for about the 1245hrs, in D’ Argens Street, Gzira. Preliminary investigations showed that a collision occurred between a Yamaha YB125 motorcycle driven by a 59-year-old man residing in Fgura and a Mazda Demio driven by a 30-year-old man residing in Birkirkara.A medical team assisted in both incidents and the two men aged 34 and 59 years were taken to hospital by ambulance for medical treatment, where they were certified to have sustained grievous injuries.Police investigations are ongoing.",05:00,01/02/2025,minor,driver,COLL,"['34', '59', '30', '34']","[59, 30]",30,"Hal Farrug Road, Luqa",Hal Farrug Road,Luqa,5,0,FALSE,FALSE,TRUE,FALSE,3,2,Night
01/02/2025,"later on Saturday, a 59-year-old man from Fgura driving a Yamaha YB125 motorbike was involved in a collision with a Mazda Demio driven by a 30-year-old man from Birkirkara. The accident happened in Rue D’Argens, Gżira at 12.45pm. The motorcyclist was hospitalised with grievous injuries. Investigations in both accidents are currently underway.",12:45,01/02/2025,grievous,motorcyclist,COLL,"['59', '30']",[30],30,"Rue D’Argens, Gżira",Rue D’Argens,Gżira,5,0,FALSE,TRUE,FALSE,FALSE,3,2,Afternoon
