"article_id","url","source_name","source_url","title","subtitle","author_name","publish_date","content","top_image_url","top_image_caption","created_at","tags","categories"
2658,"https://timesofmalta.com/article/man-75-seriously-injured-xewkija-crash.1105968","Times of Malta","https://timesofmalta.com","Man, 75, seriously injured in Xewkija crash","Police say the man crashed into a wall","Times of Malta","2025-03-03","A 75-year-old man was seriously injured when he crashed into a wall on Triq l-Imġarr, Xewkija, on Monday morning. The police said the accident was reported at 7am. The man - from Għajnsielem - was driving a Daihatsu Terios.  He was rushed to the Gozo General Hospital. A magisterial inquiry and police investigations are ongoing.","https://cdn-attachments.timesofmalta.com/a4d7962d198572d6758505ce92fff2bb93b33fe8-1740990280-5b558d92-1920x1280.jpeg","Times of Malta file photo","2025-07-03 15:07:40.831285+00","{Accident,National,Police,Xewkija}","{}"
2557,"https://timesofmalta.com/article/car-hits-parked-vehicles-overturns-st-paul-bay.1106286","Times of Malta","https://timesofmalta.com","Car hits parked vehicles, overturns in St Paul's Bay","The motorist was treated for shock","Times of Malta","2025-03-09","A woman was treated for shock after she lost control of her car, which crashed into a parked car and a motorcycle before overturning on Saturday evening. The accident happened in Triq San Pawl, St Paul's Bay, at about 7.30pm. The motorist, a 56-year-old woman from Msida, was unhurt but treated for shock. Her Peugeot 2008 was extensively damaged.","https://cdn-attachments.timesofmalta.com/01e4ca159b551050d80e572233698d628d1abbb8-1741505808-64b1eba4-1920x1280.jpeg","The scene of the accident in St Paul's Bay.","2025-07-03 15:07:15.740798+00","{National,Traffic}","{}"
2492,"https://timesofmalta.com/article/six-rushed-hospital-following-crash-bus-car-zebbug-gozo.1106525","Times of Malta","https://timesofmalta.com","Six rushed to hospital following crash between bus and car in Żebbuġ, Gozo","The accident happened on Triq ir-Rabat","Times of Malta","2025-03-13","Six people were rushed to hospital on Thursday following a crash between a double-decker and a car in Żebbuġ, Gozo. The police said the accident was reported at around 2.45pm on Triq ir-Rabat. The Optare bus was being driven by a 45-year-old man from Xewkija, while the vehicle - a Toyota Vitz - was being driven by a 35-year-old Egyptian national. Both drivers and four bus passengers - two men and two women aged in their 70s - were rushed to the Gozo General Hospital. While the bus driver was not injured, the car driver suffered grievous injuries.  The passengers suffered slight injuries.  Police investigations are ongoing.","https://cdn-attachments.timesofmalta.com/7ea2396471ae6446ce7c239880586a92c6ce3a71-1741889557-c2189a1a-1920x1280.jpg","Photo: Malta Police Force","2025-07-03 15:06:59.361825+00","{Accident,Gozo,Health,National,Police}","{}"
2452,"https://timesofmalta.com/article/truck-overturns-rabat-spilling-load.1106545","Times of Malta","https://timesofmalta.com","Driver injured after his truck overturns in Rabat, load spilled across road","Triq Buqana closed to traffic in both directions","Times of Malta","2025-03-14","Updated: 3.30pm A truck driver was grievously injured when his vehicle overturned, spilling an entire load of construction sand across the road near Mdina on Friday morning. The accident happened on Triq Buqana in Rabat at around 10am. The spillage caused both carriageways of the main road leading to Mġarr to be closed to traffic. The driver of the DAC truck - a 35-year-old man from Marsascala - was taken to hospital by ambulance.  In a Facebook post, Transport Malta announced it had closed the road in both directions until the vehicle and the sand were cleared away.  ROTA urges segregation of high-speed traffic, bicycles  In a statement on Friday afternoon, bicycle advocacy group ROTA said the crash flagged the urgent need for better road safety measures, particularly for bicycle users. The truck, the NGO said, ended up within the bicycle lane, where, had there been a bicycle user, they could have been fatally injured. ""The current road design offers no protection for cyclists, and this tragic event highlights the pressing need for proper segregation between high-speed traffic and vulnerable road users, particularly those on bicycles,"" ROTA said. The need for protected bicycle lanes is not just a local issue - the matter has also been flagged in international road safety guidelines such as the CROW guidelines. These guidelines emphasise the importance of segregation in high-speed areas and the need for roads that are forgiving of human error, the group noted. ""In simple terms, we must ensure that the consequences of mistakes – whether made by a driver or a cyclist – are not fatal. Sadly, Malta is still without a legally binding national cycling policy that will outline clear standards for the design and implementation of safe and effective bicycle lanes. ""We cannot allow cyclists to be subjected to what is, at best, a makeshift effort that often amounts to nothing more than a splash of green paint and some rumble strips. It is not enough. Bicycle lanes need to be designed to protect cyclists – physically separated from traffic in high-speed areas, with sufficient space and barriers to prevent accidents.""","https://cdn-attachments.timesofmalta.com/e1a151bcbb03544ea8731d738198b7c5456e6ef0-1741945886-550d5246-1920x1280.jpeg","Construction sand spills on to the road.","2025-07-03 15:06:49.726435+00","{Accident,National,Rabat}","{}"
2461,"https://timesofmalta.com/article/three-taken-hospital-precaution-following-ghajn-dwieli-crash.1106602","Times of Malta","https://timesofmalta.com","Three taken to hospital as a precaution following Għajn Dwieli crash","Friday night incident causes damage to three parked cars","Times of Malta","2025-03-15","Three people were taken to hospital with minor injuries following a crash on Triq Għajn Dwieli on Friday night that also damaged three parked cars. The incident in Paola was reported to the police at around 10.30pm, a police spokesperson told Times of Malta. The road leading to Cottonera was temporarily closed as a result.  It involved a Renault Captur driven by  34-year-old Kalkara man and BMW 525 driven by a male 39-year-old from Birkirkara. The driver of the Renault was slightly injured in the incident while the BMW driver was taken to hospital but discharged with no injuries. A 24-year-old woman from St Paul’s Bay who was riding in the BMW’s passenger seat was also taken to hospital for treatment. No information about her medical condition was available at the time of publication but she is not in any danger, the police said.","https://cdn-attachments.timesofmalta.com/9c49207bdc24f00df4a5b09ffacf5dd4f37f8ccf-1742018377-62e02584-1920x1280.jpeg","An ambulance at the scene.","2025-07-03 15:06:51.940708+00","{Accident,National,Paola}","{}"
2419,"https://timesofmalta.com/article/two-pedestrians-injured-zebbug.1106660","Times of Malta","https://timesofmalta.com","Two pedestrians injured in Żebbuġ","They were hit by a car on Vjal il-Ħelsien","Times of Malta","2025-03-16","A man and a woman were injured on Sunday when hit by a car on Vjal il-Ħelsien, Żebbuġ. The police said the accident was reported at 8am. The 64-year-old woman and 68-year-old man, both from Żebbuġ, were hit by a Peugeot 306 driven by a 59-year-old man from the same locality. The two were rushed to Mater Dei Hospital where the woman was found to have suffered grievous injuries while the man was slightly injured. Police investigations are ongoing.","https://cdn-attachments.timesofmalta.com/a4d7962d198572d6758505ce92fff2bb93b33fe8-1742140953-c38d2974-1920x1280.jpeg","Photo: Times of Malta","2025-07-03 15:06:41.25538+00","{Accident,National,Police,""Żebbuġ (Malta)""}","{}"
2409,"https://timesofmalta.com/article/motorcyclist-seriously-injured-fall-off-bike.1106654","Times of Malta","https://timesofmalta.com","Motorcyclist seriously injured in fall off bike","The accident was reported at 8am on the Coast Road","Times of Malta","2025-03-16","A 40-year-old motorcyclist was seriously injured on Sunday morning when he fell off his bike on the Coast Road.  The police said the accident was reported at around 8am on Triq Tul il-Kosta in Naxxar. The man, from Żabbar, was driving a Honda CBR. A magisterial inquiry and police investigations are ongoing.","https://cdn-attachments.timesofmalta.com/c8bc841a6ef73e0e500e9474719605f5048b0a21-1742127744-1228774c-1920x1280.jpeg","File photo: Times of Malta","2025-07-03 15:06:38.631329+00","{Accident,National,Naxxar,Police}","{}"
2275,"https://timesofmalta.com/article/4000-participants-sunday-marathon-traffic-restricted-certain-roads.1106972","Times of Malta","https://timesofmalta.com","4,000 participants for Sunday marathon. Traffic restricted in certain roads","Series of road-running races start early in the morning","Times of Malta","2025-03-22","The fourth edition of the La Valette Malta Marathon will draw 4,000 participants on Sunday.  Organised by local sports events organiser, Corsa, the event offers a series of road-running races, including the full marathon (42km), half marathon (21km), walkathon (21km), 10km race, 5km race, and 1km kids' fun run, as well as corporate team events, and team relays.  Corsa was founded in 2021 by long-distance runner Matthew Pace, and triathletes Charlie Demanuele and Fabio Spiteri.  The La Valette Malta Marathon drew 722 participants in its first edition, increasing to 3,979 registrations for the 2024 edition.  Traffic through the following roads will be impacted:  5am: Triq Għajn Tuffieħa 5.30am: Triq it-Torri, Sliema 6am: Birgu Waterfront 6.30am: Coast Road (near Salini) 7am: Xatt Juan B Azzopardi, Senglea 7.30am: Valletta ring road (one way), Valletta ring road (near Fisheries Department), Kordin hill. The event finishes at 12.30pm.","https://cdn-attachments.timesofmalta.com/3c2df6057b07419b0ee5386d10a1a3d2f0913968-1742646342-f7baf1f9-1920x1280.jpeg","The event has grown in popularity.","2025-07-03 15:06:04.873481+00","{Athletics,National,Sport,Traffic}","{}"
2301,"https://timesofmalta.com/article/motorcyclist-critically-hurt-crash-bus-ghajnsielem-mgarr-road.1106962","Times of Malta","https://timesofmalta.com","Motorcyclist critically hurt in crash with bus on Għajnsielem's Mġarr Road","32-year-old transferred from Gozo General Hospital to Mater Dei","Times of Malta","2025-03-22","A motorcyclist was critically injured when he collided with a bus at an accident blackspot in Għajnsielem early on Saturday morning. The biker, a 32-year-old man from Victoria, was riding a Yamaha motorcycle on Triq l-Imġarr at 5.45am when he crashed with an Otokar bus being driven by a 31-year-old man from St Paul’s Bay. A medical team was called to the site and rushed the victim to Gozo General Hospital for treatment. Doctors there certified him as being seriously injured and he was subsequently transferred to Mater Dei Hospital for further treatment. Magistrate Brigitte Sultana is leading an inquiry into the case.","https://cdn-attachments.timesofmalta.com/872915cfaf63476cb5639b864ac12b94ea0749fd-1742638252-9b1f2cd3-1920x1280.jpeg","The man was transferred to Mater Dei Hospital for further treatment.","2025-07-03 15:06:11.308716+00","{Accident,Għajnsielem,Gozo,National}","{}"
2259,"https://timesofmalta.com/article/woman-seriously-injured-nadur-traffic-accident.1106987","Times of Malta","https://timesofmalta.com","Woman seriously injured in Nadur traffic accident","The accident saw a BMW and an ERF truck collide, police said","Times of Malta","2025-03-22","A woman was left with serious injuries following a traffic accident in Nadur on Saturday afternoon. The accident, which occurred on Triq ir-Rabat at around 1.30pm, saw the BMW driven by the woman, a 43-year-old Sannat resident, involved a collision with an ERF truck driven by a 26-year-old man from Xewkija. A medical team attended the scene and the woman was taken to Gozo General Hospital for further treatment, where her injuries were certified as serious.  Investigations into the incident are ongoing.","https://cdn-attachments.timesofmalta.com/72b71589f64c677325f9a5835c0fcd5af4b0a2d1-1742663806-3f169718-1920x1280.jpeg","The woman was taken to Gozo General Hospital for treatment. File photo.","2025-07-03 15:06:00.97719+00","{Accident,Gozo,Nadur,National,Traffic}","{}"
2271,"https://timesofmalta.com/article/car-drivers-offered-25000-give-licence-five-years.1106980","Times of Malta","https://timesofmalta.com","Car drivers to be offered €25,000 to give up licence for five years","Incentive will be part of broader measures","Daniel Ellul","2025-03-23","The government plans to pay drivers €25,000 if they give up their licence for five years, Times of Malta is informed. Aimed at reducing the number of cars on Malta’s roads, the measure is expected to be announced soon alongside a number of other such policies. Licence holders who own a car and have been driving in Malta for at least seven years will be offered €5,000 a year for five years in exchange for giving up their licence.       Drivers who have a change of heart and decide they want their licence back during that time will have to pay an undisclosed penalty to do so.  The measure will only apply to owners of passenger cars – meaning motorbikes, commercial vans and other such vehicles will be excluded – and will apply to all car-owning drivers with seven years of experience, irrespective of age.  While policymakers privately acknowledge that they would like Maltese citizens to be the primary beneficiaries, anyone who qualifies will be eligible. Cabinet has already approved the measure but some of its detail is still being fleshed out, sources said.  One aspect which has yet to be clarified is what form the payment to applicants will take. Payments could be made in the form of cash grants, which would bump up government expenditure, or tax rebates, which would instead reduce government income.  Nevertheless, government sources said they are keen to introduce the measure this year.  The policy is among those forming the first phase of traffic-reducing measures pledged by Transport Minister Chris Bonett. Measures will continue to be rolled out across an 18-month period and are expected to cost tens of millions of euros in total.   Malta’s problem with traffic is well-documented and official statistics lay out the extent of the problem.   As of the end of last year, there were 445,711 registered motor vehicles in Malta. Over 70 per cent of those, 313,665, were private cars, National Statistics Office data shows – a 20 per cent increase over the same figure a decade earlier, in 2014.  While the government has invested extensively in road infrastructure and subsidies to make public buses free of charge in the past years, attempts to limit the growing flow of traffic have been otherwise limited.  A much-promoted report into a metro system unveiled in 2021 proved to be a pre-electoral red herring and suggestions of dissuading drivers by introducing unpopular measures such as parking fees or congestion charges – or removing subsidies on fuel – have been shot down.  Offering drivers a cash incentive to turn in their licence is an unusual policy move, with few parallels globally. Far more common are car scrappage schemes, in which drivers are offered a cash or tax incentive to scrap old vehicles in favour of newer, less polluting ones. Malta has had such a scheme in place for years.   Policymakers admit that the €25,000 incentive will not be a silver bullet to solve traffic woes but argue that it is part of a broader series of measures intended to get cars off the road.  In an extensive interview last autumn, Bonett had also suggested finding ways of encouraging young people to not get a licence in the first place, increasing the use of ferries and introducing a new category of licence plate that would restrict drivers to using those vehicles at set days or times.  Soon after, Bonett formally unveiled several traffic-busting ideas for public feedback. The measures span all aspects of transportation, from cycling strategy documents to plans to overhaul Malta’s public bus routes and are focused on incentivising behavioural change rather than punishing road users, the minister said.","https://cdn-attachments.timesofmalta.com/e1e88ef7164f3d91ef36d8d3eb12a9d7b2781103-1742653482-0b265aeb-1920x1280.jpg","The number of cars in Malta has been increasing steadily over the years. Photo: Matthew Mirabelli","2025-07-03 15:06:03.938429+00","{National,Traffic,Transport}","{}"
2285,"https://timesofmalta.com/article/sceptical-response-offer-25000-ditch-driving-licence.1107016","Times of Malta","https://timesofmalta.com","Sceptical response to offer of €25,000 to ditch driving licence","Effective enforcement would be needed for the policy to succeed","Daniel Ellul","2025-03-24","A government plan to offer €25,000 to people who give up their driving licence has had a largely sceptical reaction from both experts and the public. The money could be much better spent on other initiatives to reduce traffic, a transport expert said yesterday. “We know how to shift people away from cars,” Suzanne Maas, who holds a PhD in sustainable mobility, said. “Safer walking infrastructure, frequent crossings, protected bicycle paths, more shade, more frequent public transport, and possibly a bus rapid transit system are all ways to get people away from cars.” Removing Malta’s generous fuel subsidies would also disincentivise car use, she said. Those solutions, however, would mean taking space away from cars and irking car owners, added Maas, who is also Friends of the Earth’s climate campaign coordinator. “That is something the government seems unwilling to do, so they would rather just throw money at the problem. “To bring changes, you cannot only use the carrot; you need the stick as well. The solutions might not be popular at the start, but they work,” she said. On Sunday, Times of Malta reported that the government plans to pay drivers €25,000 if they give up their licence for five years. Sources said that licence holders who own a car and have been driving in Malta for at least seven years will be offered €5,000 a year for five years. The measure is expected to be announced soon alongside a number of other such policies designed to reduce traffic on Malta’s congested roads. Like Maas, Jonathan Sammut, an MCAST lecturer and alternative mobility activist, called for more disincentives as a way of doing so. “If the government wants to promote alternative means of commuting and discourage use of personal cars, anyone who studied economics ‒ even if just at O level ‒ would say that the first thing that would need to be done is to remove the subsidies on fuel. You don’t subsidise something that you want people to make less use of,” he said. Others, including Adrian Galea, who heads Malta’s insurers’ lobby, questioned whether the €25,000 handout would only entice people who have already stopped driving. He asked whether all licence holders, irrespective of age, usage and so on, would qualify, and what controls the authorities intend putting in place to curb any abuse. “What matters most is that this measure is not considered as a path to easy money by selling or giving up your licence when the licence holder seldom uses the car or wasn’t a user anyway. It would be very difficult to ascertain this as data is probably lacking,” Galea said. He added that effective enforcement would be needed for the policy to succeed in taking cars off the road, comparing it to the government’s lack of willingness to tackle drunk and drug driving. “We are now being bombarded with reports about the [easy] availability of drugs ‒ not just cannabis ‒ which sadly is another concern on top of alcohol consumption before driving. It is very clear that the government’s apathy or unwillingness at tackling this issue will continue to have its effect on road safety. “Introducing measures such as this exchange of licences for payments will only succeed if properly enforced.” Meanwhile, most commenters on social media and the Times of Malta comments board expressed doubts over the plan. “I would have imposed a limit on drivers over 65 years of age, since these are already potentially not going to work on a daily basis and thus are not the major contributors to traffic, especially during peak hours,” K. Zahra said. “So I get €25,000, drive without the licence and when I get caught, I’ll pay the fine,” another woman commented on Instagram. Others said that before ditching their private car, suitable alternatives are needed. “I’m ready to do it… but the public transport needs to be up to standard. If the bus says it will pass at 12:10, it needs to pass at 12:10.” Others pointed out the initiatives would mostly benefit non-Maltese residents who decide to go home after receiving the money. Among them was former PN shadow transport minister Adrian Delia. “So foreign drivers who have been around for seven years will get a smashing bonus of €25,000 to go back home,” Delia, who had the health portfolio in the PN’s shadow cabinet last year, said. Malta’s problem with traffic is well-documented and official statistics lay out the extent of the problem.  As of the end of last year, there were 445,711 registered motor vehicles on the islands. Over 70% of those, 313,665, were private cars, National Statistics Office data show. This is a 20% increase over the same figure a decade earlier.  While the government has invested extensively in road infrastructure and subsidies to make public buses free of charge in the past years, attempts to limit the growing flow of traffic have been otherwise limited.  A much-promoted report into a metro system unveiled in 2021 proved to be a pre-electoral red herring and suggestions of dissuading drivers by introducing unpopular measures such as parking fees or congestion charges – or removing subsidies on fuel – have been shot down.","https://cdn-attachments.timesofmalta.com/4ff87fed8c6c96e7de11ec6c2b304b4a95e0a6fe-1742748819-602e9c70-1920x1280.jpg","‘To bring changes, you cannot only use the carrot; you need the stick as well,’ transport expert Suzanne Maas said. Photo: Shutterstock.com","2025-07-03 15:06:07.352625+00","{National,Traffic,Transport}","{}"
2201,"https://timesofmalta.com/article/car-driven-motorcycle-accident.1107161","Times of Malta","https://timesofmalta.com","Watch: Car drives over motorcycle after accident","Motorcyclist and accompanying child unhurt","Times of Malta","2025-03-26","A vehicle drove over a motorcycle after an accident, footage which surfaced on Wednesday on Malta Disastru Totali shows. It is not clear when the incident took place but the video appears to have been shot on Triq Mons Mikel Azzopardi in Siġġiewi. It shows the motorcyclist kicking the vehicle as it drives off.  The motorcyclist was accompanied by a young passenger. They were unhurt. Police said there were no reports over the last few days relating to the incident.","https://cdn-attachments.timesofmalta.com/720330015c8b6a4486d030f33d27bb3a37fda9ef-1742989980-31801469-1920x1280.png","The car is driven over the motorcycle.","2025-07-03 15:05:46.433204+00","{National,Traffic}","{}"
2157,"https://timesofmalta.com/article/cyclist-grievously-injured-collision-truck.1107323","Times of Malta","https://timesofmalta.com","Cyclist grievously injured in collision with a truck","The accident happened in San Gwann","Times of Malta","2025-03-28","A 33-year-old Italian cyclist was grievously injured on Friday morning in a collision with a truck in San Gwann. A police spokesperson said the accident happened at 10.45am in Triq tal-Balal involving a DAF truck driven by a 32-year-old man from Mosta and the cyclist. The cyclist was treated by emergency services on site and taken to Mater Dei Hospital by ambulance where he was certified to be suffering from grievous injuries. Police investigations are under way.","https://cdn-attachments.timesofmalta.com/4cf6073de6cc4bbd9edeee220857f84369261d06-1743172617-56ec6bf5-1920x1280.jpg","An Italian cyclist was grievously injured in a collision with a truck. File photo: Times of Malta","2025-07-03 15:05:35.607816+00","{Accident,Cycling,National}","{}"
2137,"https://timesofmalta.com/article/17yearolds-offered-cash-incentive-defer-driving-licence-21.1107273","Times of Malta","https://timesofmalta.com","17-year-olds to be offered €6,000 to defer driving licence until 21","Proposal to reduce scooter driving age and financially incentivise teens to use them","Times of Malta","2025-03-28","Teens who choose not to get a car driving licence until they turn 21 and ride a scooter instead could receive a €6,000 cash grant, under a plan being explored by the government.   Sources close to the Transport Ministry told Times of Malta that the measure - first revealed by Malta Today earlier on Friday - is another in a series of incentives being planned to ease traffic on roads.  If enacted, the proposal would see 17-year-olds eligible for a €1,500-per-year grant if they renounce the opportunity to sit for a car driving licence until they turn 21.  To ensure they can still be mobile, authorities would like to reduce the minimum driving age for scooters to 17, in line with a Brussels-approved plan to revise EU-wide driving rules to allow member states to lower minimum driving ages.  The plan is to allow teenagers who apply for the €1,500 grant to sit for and obtain a scooter licence.   It is the second grant-focused incentive being mulled to reduce traffic.  On Sunday, Times of Malta reported that driving licence holders who own a car and have been driving in Malta for at least seven years will be offered a €25,000 incentive to give up their licence for a five-year period.   Authorities are still ironing out details of that plan but say there will be strict penalties for anyone who applies for that scheme but then has a change of heart during the five-year period.   Bonett had hinted at some of the measures in an interview with Times of Malta in September 2024, including increasing the use of ferries and introducing a rapid bus transit system.  Back then, he said the government was mulling measures that would allow people to forfeit their driving licence for a financial incentive and disincentivise young people from learning to drive. He also said he would not be implementing any of the incentives until at least April because “we must get this right”. The following month, Times of Malta revealed that the government was also planning on introducing a park-and-ride system to ease congestion in areas known as severe traffic hot spots. Then in November, the transport ministry unveiled its ideas and asked the public for feedback. The ministry is expected to unveil the final measures in the coming days.","https://cdn-attachments.timesofmalta.com/52bad0cf0aeb3869a37e49616aa2a636a8ec0b8e-1743161797-7f373202-1920x1280.jpg","Would teens opt for a light motorcycle instead of a car if they get €1,500 in return? File photo: Shutterstock","2025-07-03 15:05:30.543239+00","{Environment,Government,Motoring,National,Traffic,Transport}","{}"
2080,"https://timesofmalta.com/article/elderly-woman-hit-car-naxxar.1107489","Times of Malta","https://timesofmalta.com","Elderly woman hit by car in Naxxar","The accident happened in St Paul Street","Times of Malta","2025-04-01","An 87-year-old woman is in hospital after having been hit by a car in Naxxar on Tuesday morning. The accident happened at 9am in St Paul Street. The driver, a 30-year-old man from Fgura, was unhurt. The police said the woman was seriously injured.","https://cdn-attachments.timesofmalta.com/40826e175cff353938e11c57a03053890bbe4c59-1743517851-c0369d2c-1920x1280.jpg","A woman was hit by a car in Naxxar.","2025-07-03 15:05:15.233745+00","{National,Naxxar,Traffic}","{}"
2101,"https://timesofmalta.com/article/driver-gets-four-years-killing-passenger-2017-car-crash.1107469","Times of Malta","https://timesofmalta.com","Driver jailed for four years for killing passenger in 2017 car crash","Jane Mary Turner, 45, died on site","Monique Agius","2025-04-01","A 48-year-old man has been jailed for four years for causing the death of a passenger in his car during a collision in August 2017. St Paul’s Bay resident Godfrey Gambin was charged with the involuntary homicide of Jane Mary Turner, 45. He was also accused of causing involuntary bodily harm on another driver, causing damages to the other car and violating traffic rules. Police sergeant Denise Camilleri told the court that she was stationed at Mosta Police Station on August 20 2017 when she got the call about a collision on Triq Sir Temi Zammit in Mġarr. The sergeant went on site and found Gambin’s car had overturned, the driver was standing outside and had blood over him. Turner, who was inside Gambin’s car, died on site. The other vehicle was on the pavement in the opposite direction. Gambin was hospitalised and was in intensive care for some time. The other driver told the court that he was going to Għadira and was driving towards Mġarr when he saw an oncoming car coming in the opposite direction in his lane. He had no time to avoid the collision and Gambin crashed his vehicle into the man’s car.  The vehicle spun twice before ending up on the pavement. The windscreen shattered. The driver recalled that when he got out of his car, he found Gambin’s car overturned and the female passenger dead on site. The court, presided over by magistrate Caroline Farrugia Frendo, found Gambin guilty and jailed him for four years. He was fined €11,600 and his driving licence was suspended for three months as from 2 April 2025. Gambin was also ordered to pay €2,975.91 in court expenses. Inspector Godwin Scerri prosecuted.","https://cdn-attachments.timesofmalta.com/f3238492d780396c1c45082f3f8b309439ac7079-1743508465-1aa09849-1920x1280.jpg","The scene of the August 2017 tragedy.","2025-07-03 15:05:21.187753+00","{Accident,Court,Mġarr,National}","{}"
2092,"https://timesofmalta.com/article/architects-urge-10year-inspections-two-balconies-collapse-week.1107450","Times of Malta","https://timesofmalta.com","Architects urge 10-year inspections after two balconies collapse in a week","BCA confirms construction site was not to blame for Qawra collapse","Matthew Bonanno","2025-04-01","The Kamra tal-Periti has renewed its call for buildings to be inspected for structural issues every 10 years after two separate balconies collapsed last week. The first collapse happened in Qawra in the early hours of Monday morning, just two hours after the owner of a popular bar on Imrejkba Street had called last orders and closed for the night.  The balcony of the third-floor apartment fell onto the second-floor apartment’s balcony, causing both to crash down onto the bar’s terrace below. Two days later, a stone balcony in Żabbar collapsed onto the pavement below. No one was injured in either incident. The block where the Qawra collapse occurred is located next door to a construction site where 39 apartments and 33 garages are being developed. Following the collapse, the Building and Construction Authority (BCA) issued a stop works notice for the site. However, the notice was reversed soon after and works were allowed to continue. On Thursday, the BCA confirmed that after a professional assessment, it had deemed that work on the site was not responsible for the collapse of the balconies.  The architect said regular inspections were part of a wider overhaul of the regulatory processes and standards involved in the building and construction industry that the chamber had been working on. Point 10 of these proposals calls for “post-occupancy checks and audits to be undertaken as pre-determined by the Building and Construction Authority to ensure the continued compliance of the structure with building regulations”. Such checks, Pizzuto said, could also include compliance with fire safety regulations, as well as the electrical wiring and lifts of a property. “How often these checks occur, and whether they are also carried out on existing buildings is something the government would have to decide on. Ultimately, it has to weigh the cost of carrying out such inspections against the risk of further collapses,” he said, adding that disused buildings and those located near the sea should be checked even more frequently.","https://cdn-attachments.timesofmalta.com/01a4361c1d9a9464ec6cfbff9a0bbf74c908b960-1743439651-32749ebd-1920x1280.jpg","Debris in High Street, Sliema, after a balcony collapsed in 2021. Photo: Jonathan Borg","2025-07-03 15:05:18.679446+00","{Accident,Architecture,Construction,National}","{}"
2087,"https://timesofmalta.com/article/maximum-2500-cars-off-road-15m-cashforlicences-plan.1107497","Times of Malta","https://timesofmalta.com","Maximum 2,500 cars off the road in €15m cash-for-licences plan","Figure equates to less than one per cent of all driving licences issued in Malta","James Cummings","2025-04-02","Government plans to offer money in exchange for motorists giving up their car licence could mean a maximum of 2,500 fewer drivers on the road this year, according to experts. The figure equates to less than one per cent of all driving licences issued in Malta, according to figures provided in parliament two years ago. Last week, Transport Minister Chris Bonett announced a slew of measures to tackle the perennial issue of traffic blighting Malta’s roads. Among the measures were plans to offer €25,000 to motorists willing to give up their car for five years and €6,000 to those opting to ride a motorcycle instead for four years. But experts Times of Malta spoke to expressed doubts in the effectiveness of the licence measures – and others floated by the ministry. Bonett told reporters that the government intended to spend between €10 and €15 million to implement all the various measures being planned, which also include new bus routes, grants for motorcycles and carpooling tax incentives. A Transport Ministry spokesperson on Tuesday stressed the €15 million budget “refers to the allocation for the measures being implemented and paid for till the end of this year”. He said, “It does not take into account additional initiatives currently under discussion where key variables still need to be finalised and costed,” adding the government was “committed towards instilling a culture change in the transport sector”. Assuming the maximum amount is allocated and that all that money is allocated to people who choose to swap cars for motorcycles, 2,500 car drivers will be taken off the road. The figure was calculated by dividing the total €15 million budget by the €6,000 cost of incentivising a driver to exchange their car for a motorbike for four years. Just 600 car drivers taken off roads Transport academic Suzanne Maas noted that if that €15 million budget is used on the €25,000 incentive for drivers, just 600 car drivers will be taken off Maltese roads. “And that’s if they allocate the entire €15 million to the licences,” she said. “If they allocate only a third of the budget, that would only be 200 drivers... Is that going to make much of a difference?” She added it was unrealistic to expect the government to spend the entire budget on licensing measures, given that other measures in the proposals will also require funding to put into practice. “The licence scheme will take so much money and have little effect... It’s so much money given to so few people,” said Maas.  He said Pembroke – one of the areas slated for a park and ride – had been earmarked for such use “for years now, but it’s been a total failure”. And he questioned whether government sites would have enough spaces to accommodate public parking. Expressing doubts on shifting services to off-peak hours, he noted that, even if rubbish was collected at night, for example, “people, especially in touristic areas, will still be walking past bags of rubbish when out for an evening walk”. ‘Drastic measures’ Meanwhile, questioning the effectiveness of measures to improve take-up of public transport, Galea asked why traffic did not appear to have reduced following transport becoming free.   Asked whether his locality would be able to free up parking spaces for motorbikes, the St Paul’s Bay mayor said there were already “many more vehicles than car parking spaces available” in the busy tourist location.   “Unless we talk about drastic measures – which no government seems willing to do – we can’t get far on this”.  Asked about which drastic measures he could be referring to, Galea suggested looking into the possibility of limiting the number of cars with one person inside entering Valletta – in a bid to encourage carpooling – and said paid parking spaces could disincentivise car use. Pedestrianised streets and banning SUVs Maas, who holds a PhD in sustainable mobility from the University of Malta, noted that while “some measures are good” she expressed doubts about those focused on creating more parking spaces, stressing such measures instead “invited car use”. The academic noted that high streets only open to buses and pedestrians were “very common abroad” and said consumers were less likely to frequent areas with more cars, noting that removing cars from some areas could increase commercial high street activity. Maas – a Friends of the Earth Malta campaign organiser – said the government should consider limiting the number of cars per household and “definitely” limit the number of cars nationwide. She also called for a ban on large vehicles such as SUVs. “Restrictions are definitely needed,” said Maas.","https://cdn-attachments.timesofmalta.com/1704cdedaf153e90545ec145104af4abd549a95c-1743523821-f7089e09-1920x1280.jpg","Suzanne Maas (left inset) and Ċensu Galea (right inset) questioned whether the number of drivers taken off the road would make much difference. Photos: Times of Malta/Inigo Taylor/Censu Galea/Facebook","2025-07-03 15:05:17.464297+00","{National,Roads,Traffic,Transport}","{}"
